label,youtube_id,time_start,time_end,split
snowkiting,UhHcUt5DZ9Q,11,21,train
snowkiting,ks8NOMVPPEc,126,136,train
snowkiting,OwzitHKCpeg,8,18,train
snowkiting,yowbGQbGy98,2,12,train
snowkiting,EQGtEiANZmE,64,74,train
snowkiting,EfZdRJdx_DA,57,67,train
snowkiting,q4bsMt6fCBE,32,42,train
snowkiting,4URcYgbjwI4,119,129,train
snowkiting,2aznGm9nUN0,4,14,train
snowkiting,Gx5XaXHP9f8,4,14,train
snowkiting,njhPMcBXWN8,1,11,train
snowkiting,0_ji_rsPr7k,49,59,train
snowkiting,IjcxvTd63OQ,212,222,train
snowkiting,w6OtYx6RP24,30,40,train
snowkiting,pKgz1lnsrDs,36,46,train
snowkiting,ijWbDEa-1G4,167,177,train
snowkiting,jtfMIzAGTE4,56,66,train
snowkiting,3LmfBinkeTg,53,63,train
snowkiting,JAlJVYE1geM,96,106,train
snowkiting,aFmN10H2wWA,96,106,train
snowkiting,Ap6oTAAyD-A,70,80,train
snowkiting,6d5Ft79jIiw,31,41,train
snowkiting,Jxb2rJ2xZfA,46,56,train
snowkiting,wbdT4mlGGDs,185,195,train
snowkiting,zwOqILsYo0c,0,10,train
snowkiting,XHYaFUBAvys,58,68,train
snowkiting,pEiIqfchC_M,90,100,train
snowkiting,nBI2vfi7ItE,60,70,train
snowkiting,8BhS9du9R9U,110,120,train
snowkiting,qjyoZC2-T7g,7,17,train
snowkiting,lkxKYAhUrV4,1,11,train
snowkiting,NXpjm3tRhMM,569,579,train
snowkiting,Lpqr46Q4RNc,40,50,train
snowkiting,F17ataffI7M,36,46,train
snowkiting,-KyTIESscnU,92,102,train
snowkiting,5l7AQhRDOdA,4,14,train
snowkiting,Q1xmTvr2GDA,15,25,train
snowkiting,8TP1EIHzRC0,34,44,train
snowkiting,r1cEsScaLMI,133,143,train
snowkiting,m_NpOWN8d5Y,60,70,train
snowkiting,L0_FnPawZCo,46,56,train
snowkiting,r7Tu8NKh4JQ,146,156,train
snowkiting,4dfVOF6Vj9M,42,52,train
snowkiting,gs2FJKN0Rrw,7,17,train
snowkiting,6Hahj7Mhktk,77,87,train
snowkiting,P-1d5jeo-kQ,85,95,train
snowkiting,1mWhdMRVSsA,50,60,train
snowkiting,rDJZ-V61rI0,257,267,train
snowkiting,5cAECV0cEjI,224,234,train
snowkiting,a-Fet3en9EM,120,130,train
snowkiting,EEfqg_NIgl4,153,163,train
snowkiting,i0h8Kt5LJ9g,39,49,train
snowkiting,vF4DnBOZvI4,2,12,train
snowkiting,3Z2nUme4cF0,98,108,train
snowkiting,0euMwdwstqA,50,60,train
snowkiting,oizlDtp33a0,28,38,train
snowkiting,CxsmPSQm7Cg,35,45,train
snowmobiling,4qvWP1t5Ba8,59,69,train
snowmobiling,5Gx9299bfB4,46,56,train
snowmobiling,6RXoUpM4W2k,13,23,train
snowmobiling,7c9Fq1EkIZ4,67,77,train
snowmobiling,47_0IhVoljk,9,19,train
snowmobiling,YAVM6XTGusk,19,29,train
snowmobiling,2AXwThFlhi8,29,39,train
snowmobiling,L8ARO6JoR2w,32,42,train
snowmobiling,sT7mE0TgwGE,63,73,train
snowmobiling,-htEC9ezjZU,5,15,train
snowmobiling,5mODazXP18Q,26,36,train
snowmobiling,6BREqWpleXg,67,77,train
snowmobiling,BCLJ4pD5yKc,33,43,train
snowmobiling,EPi81sYeRic,143,153,train
snowmobiling,y3yV2mLFFao,8,18,train
snowmobiling,ZA1XqqT1dYs,18,28,train
snowmobiling,H6IVvAuuY_Q,97,107,train
snowmobiling,73LHNw4MYbc,2,12,train
snowmobiling,L7gO_HnNIy8,41,51,train
snowmobiling,e9AsImkr508,2,12,train
snowmobiling,p2-bQsShi20,324,334,train
snowmobiling,lg01bYAVUzM,3,13,train
snowmobiling,B9LtjRnWeq8,0,10,train
snowmobiling,Od3L1eiP9xU,8,18,train
snowmobiling,NnqwzUWetHI,433,443,train
snowmobiling,ZSFANAusbt8,150,160,train
snowmobiling,Te70q2QnWWs,22,32,train
snowmobiling,ZLQOweU9Y-U,33,43,train
snowmobiling,NbKTvepuNLQ,39,49,train
snowmobiling,s-q8YDe4tWw,20,30,train
snowmobiling,f3u-a1kYEVA,16,26,train
snowmobiling,xbPH4jGhD6c,23,33,train
snowmobiling,m7mE8Ll0C60,14,24,train
snowmobiling,1fK9vjSFWjA,0,10,train
snowmobiling,7VhU7UsFogY,138,148,train
snowmobiling,9GOl7oxm9Rs,4,14,train
snowmobiling,p-Q1eFupApM,8,18,train
snowmobiling,KGxIffy_vu8,212,222,train
snowmobiling,ccwUlzj_4sY,50,60,train
snowmobiling,z1Gb_ZFW0CI,0,10,train
snowmobiling,gElzDNCPMVg,117,127,train
snowmobiling,nduIUAbN7Dc,7,17,train
snowmobiling,35NsaYzeqqA,48,58,train
snowmobiling,3czUuIjnwrQ,0,10,train
snowmobiling,nDB3-pszK00,225,235,train
snowmobiling,yzaTJYFmtIM,6,16,train
snowmobiling,C3kpFSB1VCs,59,69,train
snowmobiling,dGJDKq8ZdKk,181,191,train
snowmobiling,QqpzF_cZ8d8,5,15,train
snowmobiling,qfjbrNCZQWU,16,26,train
snowmobiling,c3ZAkrpUq1Q,61,71,train
snowmobiling,PBmi9iF4bHk,38,48,train
snowmobiling,t-WbuEIfki4,61,71,train
snowmobiling,XeMPD7ulSpA,8,18,train
snowmobiling,U49Ql85O0fs,92,102,train
snowmobiling,W2ZKtVOVSJs,5,15,train
snowmobiling,P9Y5HTtP6e0,50,60,train
snowmobiling,506VfaGYknI,0,10,train
snowmobiling,pE_ENDIcd8o,152,162,train
snowmobiling,u7sHFYm01DU,24,34,train
snowmobiling,WJ-2VLsN2m8,527,537,train
snowmobiling,j3SOmzgI0WI,1,11,train
snowmobiling,S3QZhYONWX0,33,43,train
snowmobiling,BseeOZ0up6c,7,17,train
snowmobiling,0bj4hpVui7k,2,12,train
snowmobiling,zw0d-CZePm0,42,52,train
snowmobiling,of5DBrKgP8U,58,68,train
snowmobiling,tBncjS8t17E,39,49,train
snowmobiling,rFwQMQTIOWE,87,97,train
snowmobiling,AUPKcBkkIIk,41,51,train
snowmobiling,NfJMeQNXpzc,23,33,train
snowmobiling,o2z_eJXwAbE,17,27,train
snowmobiling,sADHQQKFNLg,70,80,train
snowmobiling,04URLwI0F9U,0,10,train
snowmobiling,RySKJvMsjq8,95,105,train
snowmobiling,_URENXeApBs,27,37,train
snowmobiling,f6VpTBQSvPI,133,143,train
snowmobiling,yzNTkxk7W_c,61,71,train
snowmobiling,MEBSvIMV1bE,0,10,train
snowmobiling,Jtp0M5goC5s,22,32,train
snowmobiling,GGXmcGUP9A4,146,156,train
snowmobiling,l0GvbBjGGGU,407,417,train
snowmobiling,TLzGlgbp9TU,15,25,train
snowmobiling,dpw4yRTwkY4,50,60,train
snowmobiling,Ge5U_7Er0ow,25,35,train
snowmobiling,sTQt1sSbHo8,247,257,train
snowmobiling,OEousN-ZbOM,395,405,train
snowmobiling,2aZK1-8O2ms,32,42,train
snowmobiling,rititra3Sek,103,113,train
snowmobiling,d9G1G9RZT-8,9,19,train
snowmobiling,z7gJ71f307Q,18,28,train
snowmobiling,_YPidu2qEzI,162,172,train
snowmobiling,8gqW3LoXiTo,103,113,train
snowmobiling,k06XICLFNTU,527,537,train
snowmobiling,9JOb1qRY5Rw,132,142,train
snowmobiling,_fsSz8pIJbs,104,114,train
snowmobiling,-IUL1PN914w,19,29,train
snowmobiling,rhBEbqZB8uk,18,28,train
snowmobiling,-K9NPleyN28,0,10,train
snowmobiling,7AlRIWRxEjg,8,18,train
