label,youtube_id,time_start,time_end,split
curling (sport),2C84IQ4xR0o,0,10,train
curling (sport),ZOV2W2Vq0Yk,482,492,train
curling (sport),7SxXUYcIFGA,4,14,train
curling (sport),u9_taOo32Iw,87,97,train
curling (sport),EPdhtEPz_U8,10,20,train
curling (sport),haliadsB2vs,6,16,train
curling (sport),D9SSTQMx7pk,0,10,train
curling (sport),jjfg5jRE_FA,0,10,train
curling (sport),lqXzSO7_2hI,29,39,train
curling (sport),kEpmnUa3aig,0,10,train
curling (sport),2CvaW1IHJiM,23,33,train
curling (sport),Xnm-iZADvCU,0,10,train
curling (sport),wTcNtx6pCps,1716,1726,train
curling (sport),tpEcBm7usmg,0,10,train
curling (sport),NlsrSgxst78,14,24,train
curling (sport),8rYkrBUhpiE,4,14,train
curling (sport),-xFxC-JgWtk,20,30,train
curling (sport),7xiG2RgP8L8,1,11,train
curling (sport),wdESGjYN_U4,2,12,train
curling (sport),OjLumh-NgAw,1,11,train
curling (sport),C1zKViLN1eI,19,29,train
curling (sport),FR3SSQhVzcE,0,10,train
curling (sport),oaKfK_2OG7s,0,10,train
curling (sport),h4AD8zEp27U,1562,1572,train
curling (sport),S8AMwuzMLiQ,10,20,train
curling (sport),vQ7FxZu8ZBk,5561,5571,train
curling (sport),FMA1vGfCRtM,5209,5219,train
curling (sport),BM-HnyVHjEw,10,20,train
curling (sport),FgD8YjDB_s4,23,33,train
curling (sport),iPXdZk_patM,16,26,train
curling (sport),U_vH6OGpDyo,0,10,train
curling (sport),mFzBuc6UOw8,16,26,train
curling (sport),dhFbg9FPIPs,0,10,train
curling (sport),ZXo8E8H0aMs,0,10,train
curling (sport),OD6SkEK-oRw,212,222,train
curling (sport),wwETLQk6Jj8,0,10,train
curling (sport),5JjSU4Y3jso,38,48,train
curling (sport),oerv52v7DDo,36,46,train
curling (sport),JWdtUmyzPXc,5104,5114,train
curling (sport),g4JYONPs3lM,0,10,train
curling (sport),vS63FvVyAwM,1,11,train
curling (sport),2o50XjCjEE0,19,29,train
curling (sport),zV-njFX-L2o,19,29,train
curling (sport),EjbM5sBAOn8,0,10,train
curling (sport),3Kr7bDufyxg,0,10,train
curling (sport),7BumA1JN_2A,8,18,train
curling (sport),8Y_5i9omMfo,65,75,train
curling (sport),q4wEGwHNDDU,0,10,train
curling (sport),xDASDi5maJU,3647,3657,train
curling (sport),E_54MvM8G7Y,151,161,train
curling (sport),P_qCuLzYSqU,11,21,train
curling (sport),SE9d2h8CCtY,14,24,train
curling (sport),QXoHUZwQkPI,11,21,train
curling (sport),miMMhqKqj8o,15,25,train
