label,youtube_id,time_start,time_end,split
tai chi,xKGhksP3Bc4,120,130,train
tai chi,v1Ga_AKo_vQ,270,280,train
tai chi,bVdPkPSywEA,25,35,train
tai chi,KlL1eR3eKZ4,0,10,train
tai chi,V9eUiBOcoeM,145,155,train
tai chi,TAsNTBqFB5E,26,36,train
tai chi,FOkmrwqFOwQ,1,11,train
tai chi,o5QBRAyRKjI,22,32,train
tai chi,LvH3izX-KAs,103,113,train
tai chi,hLqWJifeGiE,12,22,train
tai chi,3OsAe341PqY,96,106,train
tai chi,N4ewcKvLVxs,53,63,train
tai chi,SZmWj0IRjwE,185,195,train
tai chi,7prBU8UBMFU,219,229,train
tai chi,NKsoq_HArug,219,229,train
tai chi,feHHiadpINk,102,112,train
tai chi,zfGiIo8HeOE,28,38,train
tai chi,DnH2sxr_K5s,515,525,train
tai chi,80NRP9s4OjQ,208,218,train
tai chi,3o88Ivh08wk,32,42,train
tai chi,McQ2llR4L-4,188,198,train
tai chi,GL3MWtPkh_8,6,16,train
tai chi,XXg00CxXiPo,495,505,train
tai chi,m2ac3kOCsCU,0,10,train
tai chi,JH-h1L_r_zw,479,489,train
tai chi,LRfHduZPvVs,97,107,train
tai chi,MVFrR6WnHNo,128,138,train
tai chi,fJ5uns_zSPs,1507,1517,train
tai chi,w4JN369Dagk,31,41,train
tai chi,k5i8_TYDVXw,37,47,train
tai chi,4P_a4IbcheY,232,242,train
tai chi,0klFgp8CHL8,5,15,train
tai chi,cS3tluG9RcQ,3,13,train
tai chi,JAuEx7_da94,32,42,train
tai chi,p4lMUGpjRxc,98,108,train
tai chi,7IEbFaV73FI,0,10,train
tai chi,AJG0TRTaOjw,426,436,train
tai chi,S97XMbG4uBo,46,56,train
tai chi,Uyar366CvY0,17,27,train
tai chi,KGmBNhUW2BA,8,18,train
tai chi,So6tkbeqDe8,0,10,train
tai chi,Ll71nveNw84,1,11,train
tai chi,iVAEbH-LjUc,37,47,train
tai chi,LR99RWRTaH8,5,15,train
tai chi,Aw_oCKSv5nc,39,49,train
tai chi,yHGTJiYwLik,354,364,train
tai chi,fqGcGQbaK4c,970,980,train
tai chi,jKqYZnLhy0U,98,108,train
tai chi,vaIODWGj1OE,0,10,train
tai chi,oUFP8qKAJMo,2,12,train
tai chi,KVMCDSuGaAY,235,245,train
tai chi,r1D6SJ_d_so,55,65,train
tai chi,bmIA48Ae4NI,9,19,train
tai chi,Qk6d81eBP48,92,102,train
tai chi,vpnBkThOkIY,395,405,train
tai chi,WoumT1cIiUE,67,77,train
tai chi,4cpPcoxGE7E,62,72,train
tai chi,WeGmZw7g488,128,138,train
tai chi,Qy5HG2eceA4,164,174,train
tai chi,9CNiOoQ3388,300,310,train
tai chi,FaZsGvtolfw,0,10,train
tai chi,6v-xCALiEGw,136,146,train
tai chi,GpPoNBkyWZw,190,200,train
tai chi,uLcCYJA2w9o,99,109,train
tai chi,AqOxx1sq17c,402,412,train
tai chi,vRkj5NhS_4c,189,199,train
tai chi,8nwMiFFen3k,61,71,train
tai chi,0PzwR7827Iw,82,92,train
tai chi,-A-GKfXu3I8,53,63,train
tai chi,w_Z4rQboUO0,4,14,train
tai chi,3B7ZztXLpVQ,0,10,train
tai chi,Dn3jLSWWeLE,32,42,train
tai chi,0Wn_7FavekQ,207,217,train
tai chi,57xS7VDLclU,67,77,train
tai chi,ddTv_6fSXqY,5,15,train
tai chi,er0awZFldXo,0,10,train
tai chi,ZAaPEPpfQGk,7,17,train
tai chi,hOMJP6kWnnY,246,256,train
tai chi,fiUe2NlVKzk,161,171,train
tai chi,a1PO_ta9yTk,138,148,train
tai chi,urHhwAMjf4A,280,290,train
tai chi,j4owHZM7c0s,93,103,train
tai chi,XBAKM8mWfcI,281,291,train
tai chi,077R-u2-rdA,145,155,train
tai chi,nl223MmTMvE,546,556,train
tai chi,FXd2gNlzR4g,2,12,train
tai chi,GlPhJpBLi-4,198,208,train
tai chi,JYiCVbY0MUo,33,43,train
tai chi,YBnYaxyqDCA,16,26,train
tai chi,GbcEKFNmBxQ,19,29,train
tai chi,SFF5EuATQnE,16,26,train
tai chi,2sSP6xdRn4A,84,94,train
tai chi,vcH0Wcy7rgY,133,143,train
tai chi,5VWWzxu0aWw,701,711,train
tai chi,kfr3nyXYJSk,18,28,train
tai chi,8pB27DPWTKE,164,174,train
tai chi,6c-9M6lvwAw,318,328,train
tai chi,tWT5Iv3Qdy0,145,155,train
