label,youtube_id,time_start,time_end,split
playing darts,LSvim1taqYQ,48,58,train
playing darts,SV-MZtlvB0A,11,21,train
playing darts,utSlOC4Pc-E,8,18,train
playing darts,BUoglUFvn-A,278,288,train
playing darts,JCF6yP2xUkI,141,151,train
playing darts,z0Oh4-iDhKg,25,35,train
playing darts,tXrjX5hVh2k,13,23,train
playing darts,Rz0rJOLPE38,252,262,train
playing darts,Inub8GJyqjY,8,18,train
playing darts,s8nkk2Z6Zac,0,10,train
playing darts,gYkj-c9P0f8,113,123,train
playing darts,1qDeuah3nvc,0,10,train
playing darts,8OzNBWLpeJU,0,10,train
playing darts,l2tzxzRvLsk,0,10,train
playing darts,rJXm4M-lpe8,72,82,train
playing darts,lFUdVfl3YTE,60,70,train
playing darts,ehxDfsVLP50,4,14,train
playing darts,c_Koy460v04,74,84,train
playing darts,qpQ8g_koFJ4,0,10,train
playing darts,pVJkRZkioi8,65,75,train
playing darts,JUgMZlvNez4,0,10,train
playing darts,j9313gSZi_8,97,107,train
playing darts,x2WA_wnxDR8,32,42,train
playing darts,3JO5CgmvERg,0,10,train
playing darts,Imy5b0cdG-o,100,110,train
playing darts,jYYKIilm1d0,39,49,train
playing darts,RoMGyHDJoB4,0,10,train
playing darts,inSaZHxfiZU,281,291,train
playing darts,USh87ZtCAHE,56,66,train
playing darts,xTBUbTLNF3M,0,10,train
playing darts,7jNgZIrU9LM,50,60,train
playing darts,RiZkib57klA,0,10,train
playing darts,GdmbjLwrwY0,234,244,train
playing darts,jUUqKui1TvU,30,40,train
playing darts,eLmnK8ye-sw,46,56,train
playing darts,YjifDacEgYA,0,10,train
playing darts,ozISaDWxbso,0,10,train
playing darts,Vcnr7MIxJ28,14,24,train
playing darts,-LRCbW_XcnQ,5,15,train
playing darts,BxSid2Y4bIA,121,131,train
playing darts,ddCHMBG_3U4,208,218,train
playing darts,fYYJt3K2m34,3,13,train
playing darts,odk1BO-f3bQ,15,25,train
playing darts,aRXAkKKDnfg,338,348,train
playing darts,vBKwnxsQlBI,32,42,train
playing darts,AUcBIFQ_MSo,83,93,train
playing darts,VmVq87HHGTQ,40,50,train
playing darts,JFwUY-1oIZg,100,110,train
playing darts,eP-ZjOX7eZQ,0,10,train
playing darts,KLj9npd3K5I,36,46,train
playing darts,9IXB_f4oTE0,184,194,train
playing darts,1ziDLDW7gE8,0,10,train
playing darts,zV6QVOhAsxc,165,175,train
playing darts,Pr--0KOlLKY,1,11,train
playing darts,PdX4u-yDxKk,3,13,train
playing darts,FIiR1RrwATA,199,209,train
playing darts,sWAzpYNmMCs,487,497,train
playing darts,0RWgM4T1ZTM,0,10,train
playing darts,3ApbtcId1-g,4,14,train
playing darts,T1s9Q1kLbZ8,32,42,train
playing darts,BLvy4dVnZI8,19,29,train
playing darts,4082e-C3e_w,162,172,train
playing darts,N6A-Gw1CHSc,31,41,train
playing darts,jOzIFhagUVY,80,90,train
playing darts,slEkhFBIKpg,0,10,train
playing darts,9lbR88K3GZs,3,13,train
playing darts,BIFOa18sHfk,23,33,train
playing darts,3KxcRVo3bSY,207,217,train
playing darts,-OgU7UCwxr4,0,10,train
playing darts,BuifnsPQdWM,4,14,train
playing darts,lhGpmARvfa0,20,30,train
playing darts,I1lwQ9c2JnA,28,38,train
playing darts,68ZbhJqY6HI,13,23,train
playing darts,5BXsbpUPJ-k,27,37,train
