label,youtube_id,time_start,time_end,split
rolling pastry,VwfDwBlFCPI,64,74,train
rolling pastry,0L1M2o8HMwY,87,97,train
rolling pastry,fO_yospUQP8,23,33,train
rolling pastry,U1R6VUpYqN0,14,24,train
rolling pastry,5v9J0g36InU,44,54,train
rolling pastry,Mv8_gJM_PmQ,57,67,train
rolling pastry,nvp5Q3SOycc,0,10,train
rolling pastry,1r_5-B_AAgA,108,118,train
rolling pastry,cgOV6sDFuio,1194,1204,train
rolling pastry,-dAqfIzP3Ws,26,36,train
rolling pastry,y7C5erDy3SY,45,55,train
rolling pastry,jI6qnty7p2A,184,194,train
rolling pastry,noo6W3331I0,0,10,train
rolling pastry,PJ7JsrKPBV0,38,48,train
rolling pastry,0crVXXB_dYc,14,24,train
rolling pastry,pWvCra2cbb4,11,21,train
rolling pastry,4bCQ7G0uGy0,68,78,train
rolling pastry,M2CSeM3Ttt0,74,84,train
rolling pastry,Ngw3T1q6iXg,70,80,train
rolling pastry,ACb-HO1sZho,7,17,train
rolling pastry,8aqj88awtso,32,42,train
rolling pastry,Z6jXBk5qxI8,6,16,train
rolling pastry,Qa4kUFwGOcQ,171,181,train
rolling pastry,ftRd3or8GzU,51,61,train
rolling pastry,k9byvOc7ong,20,30,train
rolling pastry,ubqwg2Wrifk,31,41,train
rolling pastry,YaIVXyxNWk0,71,81,train
rolling pastry,_FnHN37omb8,80,90,train
rolling pastry,VJWnFFtbAB8,0,10,train
rolling pastry,lT8nBUTRIis,25,35,train
rolling pastry,zN3sp4Xac_I,3,13,train
rolling pastry,B3v6ea-2TFY,280,290,train
rolling pastry,EbIoFAuEW58,161,171,train
rolling pastry,oOxa0Y7VeA4,122,132,train
rolling pastry,qcEpuBBeoqw,125,135,train
rolling pastry,_cfr0pzHxI4,346,356,train
rope pushdown,Dq4sUCCmNt8,96,106,train
rope pushdown,f0UvkpKqnmc,4,14,train
rope pushdown,M85y_VAMAk8,7,17,train
rope pushdown,6PoRuY55YVo,9,19,train
rope pushdown,aUMbeN_AM8s,0,10,train
rope pushdown,w6kRAe8B0-Q,22,32,train
rope pushdown,Dg_LFkUgdAg,0,10,train
rope pushdown,7VJ7OlWEvTQ,2,12,train
rope pushdown,Zs_YkSyITGs,30,40,train
rope pushdown,_oj1MSeT8Ig,16,26,train
rope pushdown,zkYIQy5Z1Yc,0,10,train
rope pushdown,aoKCKRM1rK8,0,10,train
rope pushdown,bGJCKaoRI-4,0,10,train
rope pushdown,Q-uI9bs55Tk,0,10,train
rope pushdown,aLVhy1flLDc,5,15,train
rope pushdown,LJbU-IQ_z64,0,10,train
rope pushdown,kffHyqlU8So,0,10,train
rope pushdown,eJqx-jMGIXY,5,15,train
rope pushdown,XATmmATe3_Q,1,11,train
rope pushdown,7okJK3U27zE,0,10,train
rope pushdown,NaDFvLfRUzA,0,10,train
rope pushdown,Arf4KOFddpI,8,18,train
rope pushdown,5JD5-Uz4N5M,4,14,train
rope pushdown,4LHK7wHvjIw,0,10,train
rope pushdown,PiZmPmfYr6s,2,12,train
rope pushdown,3mCCXJ7X-Ks,4,14,train
rope pushdown,BG0GTAyvRuw,33,43,train
rope pushdown,3eV469mwuDY,0,10,train
rope pushdown,0qhLMecrQxI,0,10,train
rope pushdown,GkDRmA2c9mY,0,10,train
rope pushdown,3p5H5hlaQo4,30,40,train
rope pushdown,RhjIrhmdLmY,10,20,train
rope pushdown,zAVHNTfi6ZU,0,10,train
rope pushdown,6hhohLxtXlQ,0,10,train
rope pushdown,x5OATYrdnvU,0,10,train
rope pushdown,L3tsQee1Sr0,0,10,train
rope pushdown,UfC_v9mYt9s,0,10,train
rope pushdown,AoxLEjtwhmQ,0,10,train
rope pushdown,j2jut_Bj9BU,34,44,train
rope pushdown,UfaPjQOncag,42,52,train
rope pushdown,6zY24u6-ihc,25,35,train
rope pushdown,2osMiTz7328,0,10,train
rope pushdown,Z47-uEajS1Q,0,10,train
rope pushdown,77Sts1V0wRM,11,21,train
rope pushdown,qNQ_DPPoZZ8,2,12,train
rope pushdown,6IneRDCLPGg,44,54,train
rope pushdown,08DDvPmwfvM,9,19,train
rope pushdown,jewMszQuI2g,25,35,train
rope pushdown,69VtVCGiF2s,0,10,train
rope pushdown,52QEVcBxh2Q,9,19,train
rope pushdown,KME_1_JljIo,10,20,train
rope pushdown,D7oYA_oePkk,19,29,train
rope pushdown,ynX_Sc6qTVQ,37,47,train
rope pushdown,Gnske2qQF3c,0,10,train
rope pushdown,QCKbwL6sdoc,41,51,train
rope pushdown,RHDQK6t2yqs,2,12,train
rope pushdown,AAB7AOIxy_I,19,29,train
rope pushdown,May3w-qmltM,0,10,train
rope pushdown,aSGwqR9jNNo,7,17,train
rope pushdown,1RGGynIJtVo,2,12,train
rope pushdown,Jk4Ebtx4CiA,0,10,train
rope pushdown,3eLXVUBO4_M,2,12,train
rope pushdown,mluV9PrudYI,14,24,train
rope pushdown,pD2hfSm-GRg,4,14,train
rope pushdown,Ep1Z2ILttU0,6,16,train
rope pushdown,FocJ4el1GDE,13,23,train
rope pushdown,Il3wdr6ueHI,45,55,train
rope pushdown,WK-XCHffIvU,1,11,train
rope pushdown,43QANGXWOJY,9,19,train
rope pushdown,M8YkpmGSKdY,10,20,train
rope pushdown,J0QhT9fp8hc,0,10,train
rope pushdown,HEDWWFgeLIA,0,10,train
rope pushdown,sNqRDhjjf70,14,24,train
rope pushdown,8R9-CvETsNA,0,10,train
rope pushdown,b6sMPPnIwpc,0,10,train
rope pushdown,2668NKYmls4,24,34,train
rope pushdown,bfyW1sgt_SI,11,21,train
rope pushdown,5eGBH46MmDM,13,23,train
rope pushdown,D2_3eqY9T4Y,13,23,train
rope pushdown,hm6Q_j8uqzw,6,16,train
rope pushdown,IAi2KITUOKs,0,10,train
rope pushdown,tivBU2zKFtQ,0,10,train
rope pushdown,A9qknQFi71c,107,117,train
rope pushdown,k0Fv6cZDNas,6,16,train
rope pushdown,YfMDRSfh4lY,32,42,train
rope pushdown,_qPhimqmZno,8,18,train
rope pushdown,yHEnJXquQ18,0,10,train
rope pushdown,aA6sB7SsWHw,14,24,train
rope pushdown,1u4_LyvGpq0,3,13,train
rope pushdown,w2YdEiJbrHE,0,10,train
rope pushdown,0u3dahAt6xw,2,12,train
rope pushdown,E14J5s6-RwU,136,146,train
rope pushdown,TLyVk9K6heI,0,10,train
rope pushdown,hjeiVSSvn6c,0,10,train
rope pushdown,mq8KN0nawFA,10,20,train
rope pushdown,5TOMu0f8_iI,12,22,train
rope pushdown,Umqdj8FMfV4,28,38,train
rope pushdown,zFjbbRLNd24,2,12,train
rope pushdown,x9ReaXvIYpY,7,17,train
rope pushdown,28eWabtqthg,7,17,train
rope pushdown,b6o3oLyPEuU,30,40,train
rope pushdown,K2yPECMIm6k,8,18,train
rope pushdown,_I4tBsHLBoc,18,28,train
rope pushdown,wp7lGdQh4Pc,2,12,train
rope pushdown,nKKMHISbPZ0,0,10,train
rope pushdown,Zsucoa57X9M,0,10,train
rope pushdown,cJdN-C2Hzrk,0,10,train
rope pushdown,4ETgc4TrCQg,4,14,train
rope pushdown,l2odGjwqqGk,7,17,train
rope pushdown,UQGWri42cKs,0,10,train
rope pushdown,4XfpbAxt7yc,6,16,train
rope pushdown,iOM0aNV7ajM,2,12,train
rope pushdown,dPJ3R95nriI,4,14,train
rope pushdown,9EBwgUqntkM,7,17,train
rope pushdown,beUkpEHwjwo,3,13,train
rope pushdown,67ddbyZ8Y-8,3,13,train
rope pushdown,az-knS6hqNg,10,20,train
rope pushdown,S1Sd22WA0JM,33,43,train
rope pushdown,NBEtmE6n2HU,0,10,train
rope pushdown,-TfSyn8CnAI,3,13,train
rope pushdown,1JFUAhBXmXM,19,29,train
rope pushdown,s7G4GmlNR2o,4,14,train
rope pushdown,AU4myZX9DAI,0,10,train
rope pushdown,Z8PpmIKG0KU,0,10,train
rope pushdown,GMnr2NLNZCk,13,23,train
rope pushdown,pFQcoYiStq4,7,17,train
rope pushdown,x8nPXliQaWo,1,11,train
rope pushdown,yOid3jShVis,0,10,train
rope pushdown,54bUihSRqgM,0,10,train
rope pushdown,44aquIY6L-c,12,22,train
rope pushdown,CRi3_Ym2KVs,15,25,train
rope pushdown,-aNiulx7F5w,0,10,train
rope pushdown,TjcV6EhGcj8,0,10,train
rope pushdown,CaqZnFT7acY,2,12,train
rope pushdown,0VQEKtnf4Y4,17,27,train
rope pushdown,u9SgjHs_tNs,0,10,train
rope pushdown,c2XV7dQrfgI,11,21,train
rope pushdown,1sANogJnrqg,3,13,train
rope pushdown,qAwVHx-w4Vw,0,10,train
rope pushdown,_1dmAXzjP3A,1,11,train
rope pushdown,kGgrlT3jzWk,27,37,train
rope pushdown,_3f5sD4N-iw,0,10,train
rope pushdown,aQzkVQHE62A,18,28,train
rope pushdown,E9Os_u_va-g,0,10,train
rope pushdown,8BXNngvMVdM,0,10,train
rope pushdown,D2cMcYUAvzY,3,13,train
rope pushdown,KS0q_pbJBmw,0,10,train
rope pushdown,lnLOUpq2ixA,24,34,train
rope pushdown,oknHZ8UFAi8,5,15,train
rope pushdown,lhQdTROgL-I,9,19,train
rope pushdown,zsAHgyvU4q8,9,19,train
rope pushdown,RaPqYz4y40c,0,10,train
rope pushdown,4r6Fks9_BlM,0,10,train
rope pushdown,asANaNxOpls,0,10,train
rope pushdown,ZbsVa6UeGa4,7,17,train
rope pushdown,O2qLqHaucpE,12,22,train
rope pushdown,7U_bSlCMblo,61,71,train
rope pushdown,2TJgrxX49T0,11,21,train
rope pushdown,gJyHbbPXe9I,0,10,train
rope pushdown,9I5S_xUb9yM,0,10,train
rope pushdown,Th2fHeTIuwo,0,10,train
rope pushdown,o870GOGJG_k,0,10,train
rope pushdown,iQOeNwTzwxM,30,40,train
rope pushdown,q0L8o7Ghb0Y,0,10,train
rope pushdown,EAf2IoTDyAQ,32,42,train
rope pushdown,5yqcxnApjnY,8,18,train
rope pushdown,42BCLke0ar4,10,20,train
rope pushdown,Bd0ly1T6lrc,40,50,train
rope pushdown,8AdPbkK2s2w,0,10,train
rope pushdown,pGscUsSJHT8,0,10,train
rope pushdown,zoVDizbFR3M,12,22,train
rope pushdown,2OuH1ww5Yz4,0,10,train
rope pushdown,pimoBNVyT-Y,96,106,train
rope pushdown,z-je8HrwRCI,16,26,train
rope pushdown,mEgF_iY1F9c,0,10,train
rope pushdown,cGuP3pYsvUQ,11,21,train
rope pushdown,vf6tu3J9Lxc,58,68,train
rope pushdown,O7GAJIlNvYI,5,15,train
rope pushdown,c4Yya4jPrNM,18,28,train
rope pushdown,3Yx3DH1v4_E,0,10,train
rope pushdown,U1mh8Eg1nXA,10,20,train
rope pushdown,B2JRvQf2BoM,1,11,train
rope pushdown,0SMBt4tL1PY,0,10,train
rope pushdown,15VUQ6mSmRI,7,17,train
rope pushdown,T6ct24WFNp4,51,61,train
rope pushdown,IoAWI76GaRI,3,13,train
rope pushdown,6rPalTZLhCc,0,10,train
rope pushdown,1fzUh_4wpQk,17,27,train
rope pushdown,ALxqrZRiuBg,0,10,train
rope pushdown,FHYxgCT6n8o,0,10,train
rope pushdown,lMbFtD457Vw,0,10,train
rope pushdown,3lTKr_M8ER8,5,15,train
rope pushdown,01l3P6vElNI,1,11,train
rope pushdown,r2JsQHPUHyQ,3,13,train
rope pushdown,mj3hWOPmTiw,16,26,train
rope pushdown,W-qZq1-Nxiw,0,10,train
rope pushdown,2s1MNAUnBbc,0,10,train
rope pushdown,775WXm0Qn0k,0,10,train
rope pushdown,tFfLnBMtZ08,14,24,train
rope pushdown,5ZhSVr_kvLk,0,10,train
rope pushdown,IPSNOyYzKg8,17,27,train
rope pushdown,xlzACTm-rsY,6,16,train
rope pushdown,PNnim9QwDn4,0,10,train
rope pushdown,TJ8AYLWlg1c,2,12,train
rope pushdown,7xLHKsmUbPM,160,170,train
rope pushdown,0bMSE6p_vY4,0,10,train
rope pushdown,3Cthm8Y94Ik,33,43,train
rope pushdown,bjVGcxJb0Tw,29,39,train
rope pushdown,9SGHtm8IWEg,0,10,train
rope pushdown,j2hUfBvjrBc,3,13,train
rope pushdown,vNwOXvqzmJk,21,31,train
rope pushdown,ukh0lTGOL_Y,0,10,train
rope pushdown,BPllsEMlsGs,0,10,train
rope pushdown,u2JRAYoHvuU,0,10,train
rope pushdown,a1yb2c7s_RA,5,15,train
rope pushdown,0ai6xO4HkwU,55,65,train
rope pushdown,x8CNLGl9__I,0,10,train
rope pushdown,Nrl5s1T412o,0,10,train
rope pushdown,7sof2UH1Mpk,5,15,train
rope pushdown,AS_Ax85bsN8,2,12,train
rope pushdown,rhbLqEGfnEE,11,21,train
rope pushdown,6MjcV29v6YM,29,39,train
rope pushdown,-7EDQrW5YaI,0,10,train
rope pushdown,wlY-LjhbmkY,22,32,train
rope pushdown,P6b3VccGbzM,9,19,train
rope pushdown,O4y18wQViWY,9,19,train
rope pushdown,7ULVOsSKmhM,0,10,train
rope pushdown,7iHAmNd7WDo,10,20,train
rope pushdown,BPC-w1UHG5w,0,10,train
