label,youtube_id,time_start,time_end,split
exercising with an exercise ball,lMJwk12XtFc,0,10,train
exercising with an exercise ball,9zmlXfX-BZI,9,19,train
exercising with an exercise ball,JECa4Vn_wuk,0,10,train
exercising with an exercise ball,d7yvcRUnxNc,46,56,train
exercising with an exercise ball,Y8ns4nuj64I,4,14,train
exercising with an exercise ball,4JxaKKO4I_c,13,23,train
exercising with an exercise ball,vFqLRT4J5Tw,0,10,train
exercising with an exercise ball,5Ryumsf_tso,6,16,train
exercising with an exercise ball,r-w0juKaIOw,132,142,train
exercising with an exercise ball,64MkpkzcWp8,32,42,train
exercising with an exercise ball,YM7qeyoeMgk,47,57,train
exercising with an exercise ball,ngDabQukIKQ,4,14,train
exercising with an exercise ball,ZnuXwhftS64,149,159,train
exercising with an exercise ball,CAxDdBZ69QU,0,10,train
exercising with an exercise ball,9gyRRdj-hIM,0,10,train
exercising with an exercise ball,9jwgHOM-tFk,37,47,train
exercising with an exercise ball,7sSiRlg6_Ww,224,234,train
exercising with an exercise ball,XBHMa54fzSM,188,198,train
exercising with an exercise ball,ajZBucDLVVQ,99,109,train
exercising with an exercise ball,NGzZcIsLkek,23,33,train
exercising with an exercise ball,7z9JFnv6Jkw,63,73,train
exercising with an exercise ball,1pStuSdCS30,7,17,train
exercising with an exercise ball,mHmI6BU9k4k,8,18,train
exercising with an exercise ball,yy_FFcxSJKk,9,19,train
exercising with an exercise ball,t1FCEf4SVmw,10,20,train
exercising with an exercise ball,YkH-2j6I_cA,13,23,train
exercising with an exercise ball,DPEnju1T7Rk,6,16,train
exercising with an exercise ball,Lh5VLmeP8RQ,41,51,train
exercising with an exercise ball,N-WykKwnJDg,842,852,train
exercising with an exercise ball,khbiobRWbAE,11,21,train
exercising with an exercise ball,0xVDJIxbqyY,343,353,train
exercising with an exercise ball,WG1oekvkNEM,11,21,train
exercising with an exercise ball,ewS2t2U4jQo,23,33,train
exercising with an exercise ball,hGjKsEi4wJM,5,15,train
exercising with an exercise ball,2RMChxgHJqg,0,10,train
exercising with an exercise ball,nAaKuo-6SX0,27,37,train
exercising with an exercise ball,b6L7NNIYB9k,41,51,train
exercising with an exercise ball,U3LWxSXwNX4,90,100,train
exercising with an exercise ball,YFePaPy1phw,0,10,train
exercising with an exercise ball,ZrZeDDs9P3I,44,54,train
exercising with an exercise ball,rHvv6q8civQ,96,106,train
exercising with an exercise ball,clY7KJ2nAaY,31,41,train
exercising with an exercise ball,ZLD7-cExq5Q,48,58,train
exercising with an exercise ball,Cdnp-YdGWfw,378,388,train
exercising with an exercise ball,zcgTpSsO2Zw,17,27,train
exercising with an exercise ball,9AP7HFZK7Iw,34,44,train
exercising with an exercise ball,rOWUPeDKg_U,128,138,train
exercising with an exercise ball,QQA4L6PAVAs,15,25,train
exercising with an exercise ball,9zXfr103Ofk,47,57,train
exercising with an exercise ball,WATWHWTfRCM,130,140,train
exercising with an exercise ball,nqO4uUdHiao,0,10,train
exercising with an exercise ball,999qsGT1CAo,197,207,train
exercising with an exercise ball,g5dvPprF0PM,10,20,train
exercising with an exercise ball,e75mUDdOctU,141,151,train
exercising with an exercise ball,GK-pSQwQC9c,49,59,train
exercising with an exercise ball,n5uyRXtn8B8,12,22,train
exercising with an exercise ball,5egBsR4Azxw,339,349,train
exercising with an exercise ball,3pzeNkQyCiU,20,30,train
exercising with an exercise ball,q-fCou5_0zg,57,67,train
