label,youtube_id,time_start,time_end,split
skydiving,MA4LNmNLcKk,41,51,train
skydiving,8lfMxYIYy80,40,50,train
skydiving,xCJrkSvF47I,74,84,train
skydiving,r0h3kpvbTdo,359,369,train
skydiving,_EYK4QANsaQ,153,163,train
skydiving,JiSpkHmZrqw,298,308,train
skydiving,pfjlXVZhu0o,98,108,train
skydiving,z5pmSD8blaE,154,164,train
skydiving,gZKLFs4c9O4,146,156,train
skydiving,P3HNUcRC0NM,351,361,train
skydiving,zBXuAFKhvJY,49,59,train
skydiving,B6_4ly8w33I,260,270,train
skydiving,oA2QFS1-vUE,12,22,train
skydiving,rc8eLiCNGzk,10,20,train
skydiving,aAPscC3zMsA,155,165,train
skydiving,3AS19Ip25lY,20,30,train
skydiving,M8cNVUAceQo,219,229,train
skydiving,uK9rjNcnOjo,202,212,train
skydiving,lgpC7e9mdBQ,279,289,train
skydiving,nhF9A04o7GM,45,55,train
skydiving,ZnNoCvs3rLE,199,209,train
skydiving,PcS_xiNBevQ,411,421,train
skydiving,6it4H9IzYTE,19,29,train
skydiving,LAQdSOQ0RKM,133,143,train
skydiving,t2EDdQjOiVs,98,108,train
skydiving,RA9e5oqbYrc,126,136,train
skydiving,qk-ZSGBJRNM,3,13,train
skydiving,YcR2nWsASEY,131,141,train
skydiving,3sPv8bRGh3Y,15,25,train
skydiving,bhwkboDKbNA,44,54,train
skydiving,w7O9xg7w1DI,10,20,train
skydiving,_3VKgshqdPc,11,21,train
skydiving,8taBqSZd84c,225,235,train
skydiving,Xd-JzeHNkLc,45,55,train
skydiving,1oLX49OWvx0,187,197,train
skydiving,bcJsr13daDU,173,183,train
skydiving,rTGJS555ysU,189,199,train
skydiving,IA_6a4ZUOvk,17,27,train
skydiving,N8iGnEUsASg,275,285,train
skydiving,h1AYM_Yu62s,35,45,train
skydiving,ZBWrEFblZC0,33,43,train
skydiving,Js-lS4ArOK8,32,42,train
skydiving,D0RWZ7QQZnY,4,14,train
skydiving,idWbUaiGonc,13,23,train
skydiving,c6vLPXcdPxY,208,218,train
skydiving,zeggkSNkjyA,225,235,train
skydiving,d6HybKGjqKA,39,49,train
skydiving,ahOPn6ARUMQ,23,33,train
skydiving,o6hRW2a8Imc,22,32,train
skydiving,o8MYoTbfjhQ,48,58,train
skydiving,e99gkQ4_xic,422,432,train
skydiving,01ScVptsECQ,59,69,train
skydiving,p-yQO6sVaic,35,45,train
skydiving,a6kbHrxzfFI,47,57,train
skydiving,CgZ0Byv0krM,6,16,train
skydiving,cHC_46bTD2s,25,35,train
skydiving,85UxQ1t2fTU,8,18,train
skydiving,pMfSm6EVaLE,238,248,train
skydiving,gFpG6UfKNk4,57,67,train
skydiving,0FT4E7NY_uk,9,19,train
skydiving,0eU9d8dzgvE,35,45,train
skydiving,gXuWYWanQTE,154,164,train
skydiving,fEyxhncY_NA,40,50,train
skydiving,xdds54sqJ64,44,54,train
skydiving,y5iIn5c5Qm0,14,24,train
skydiving,0t7Er9gnFtc,96,106,train
skydiving,QFEq6IL-Ax0,81,91,train
skydiving,mlq3RaZ25d0,311,321,train
skydiving,WdrR1bdu0xw,39,49,train
skydiving,qh7kI8t1gPs,186,196,train
skydiving,1rXGE9WElN0,234,244,train
skydiving,ddhBkZB3Qrs,36,46,train
skydiving,lDMR9Q2K81c,25,35,train
skydiving,QRT83SG8smM,246,256,train
skydiving,j47kF0qF2aY,80,90,train
skydiving,ifYvoAwZ8Ak,20,30,train
skydiving,JBEraiPRKyI,23,33,train
skydiving,BIXSTE3B-5w,182,192,train
skydiving,4XaRwOhVHmQ,5,15,train
skydiving,if6Nk8_7kjk,39,49,train
skydiving,fCzm6n_1PnU,64,74,train
skydiving,0eXDcPz4h9w,14,24,train
skydiving,_fVXj0Nl5OM,84,94,train
skydiving,Z1jAXRPwFUY,17,27,train
skydiving,WbFQSyXKe0c,72,82,train
skydiving,0asj6Zu7_C4,31,41,train
skydiving,LHxeGPii7Rw,61,71,train
skydiving,b29h9RjPOhE,45,55,train
skydiving,o6WmWx-US5k,33,43,train
skydiving,SLC1FwSMGDs,122,132,train
skydiving,JDSP7Uml7VI,71,81,train
skydiving,GCGoyoL4F-E,10,20,train
skydiving,_RJ1m5i1vpI,282,292,train
skydiving,9UxXjFLxOfw,63,73,train
skydiving,4lzWVQta8mk,72,82,train
skydiving,zHmAZEaUeOc,48,58,train
skydiving,L46qhWOIq9M,149,159,train
skydiving,r8xA9_DaPFs,48,58,train
skydiving,534i81Vxd_M,34,44,train
skydiving,vCMC4o-jgGE,54,64,train
skydiving,CwDfCalnZRY,209,219,train
skydiving,7WUReGFTy00,235,245,train
skydiving,_yC7NIWJSTk,11,21,train
skydiving,tBJSQiWHwLc,194,204,train
skydiving,ODt8xlx6jt8,62,72,train
skydiving,Wa8REjldg_c,35,45,train
skydiving,qTtdGJ61zpU,203,213,train
skydiving,tAhUYarbwTo,26,36,train
skydiving,g54mwgh_dLc,21,31,train
skydiving,5K5lnQdJAPA,37,47,train
skydiving,ZCgoaY8NskM,66,76,train
skydiving,48_BHpbBS_E,33,43,train
skydiving,kHjUzFb2_zg,210,220,train
skydiving,M6Q1S0DlZrY,10,20,train
skydiving,H1aiaKBlhFM,441,451,train
