label,youtube_id,time_start,time_end,split
motorcycling,bnlc-99eC_M,1,11,train
motorcycling,fpEnpXS8FQY,40,50,train
motorcycling,oW_ZDCfgoDk,18,28,train
motorcycling,1SwdgbSrYbA,109,119,train
motorcycling,a0faHHYWYUU,663,673,train
motorcycling,NSBcPuf6LB4,3,13,train
motorcycling,Y22Uj3wsroo,22,32,train
motorcycling,x5J2tiRgcJI,1085,1095,train
motorcycling,30y0UivGSsA,108,118,train
motorcycling,UZY-xXA3q8Y,93,103,train
motorcycling,I6b0guD-HaY,17,27,train
motorcycling,bSu8ukZqcJY,59,69,train
motorcycling,8qlM3Lv6fxc,1,11,train
motorcycling,UbwR9LkMfSM,3,13,train
motorcycling,dibdRmhIUVg,60,70,train
motorcycling,dn_0JiSuL9A,2,12,train
motorcycling,12ZvIWvjsmU,820,830,train
motorcycling,YumXMRYUVPk,1,11,train
motorcycling,jpSanB5YCvE,6,16,train
motorcycling,pBXOqUm9mlQ,1916,1926,train
motorcycling,3kmdQO_j2M0,47,57,train
motorcycling,kPi4Qmt9xpg,16,26,train
motorcycling,_CqOe9QO8lI,450,460,train
motorcycling,wtU9czbet3c,246,256,train
motorcycling,LnRZy5di-ZQ,155,165,train
motorcycling,RcJIXaNawlw,97,107,train
motorcycling,a2UwR4s04uo,12,22,train
motorcycling,E6CuqGJjN3c,7,17,train
motorcycling,dqGo9bjImQo,205,215,train
motorcycling,oC8Rft6Xk34,2,12,train
motorcycling,4Ai2KvVIJrY,32,42,train
motorcycling,JtCuUqWqLBE,66,76,train
motorcycling,A-mVcTr-MnU,140,150,train
motorcycling,3HS5aCRoLn8,325,335,train
motorcycling,G26k7AsHT1M,680,690,train
motorcycling,7UqOHAILP64,34,44,train
motorcycling,kwSZNhDxmhw,0,10,train
motorcycling,JimW1x8e-Wc,244,254,train
motorcycling,M9bIFmAGyQc,5,15,train
motorcycling,etVO7Kwj3yY,146,156,train
motorcycling,qruuHUpr1dI,123,133,train
motorcycling,IeT0jY8gUtQ,106,116,train
motorcycling,XEiLxa98eJY,137,147,train
motorcycling,xxqNMW_4VGY,269,279,train
motorcycling,jePKOo2e_kc,48,58,train
motorcycling,_kh2k7lwuXU,11,21,train
motorcycling,bDb6R8P3VNU,134,144,train
motorcycling,Ywus3W4R4Zc,1784,1794,train
motorcycling,W4_JZj1_ZCY,22,32,train
motorcycling,O1v6vg30vvs,232,242,train
motorcycling,FBej9maFvX8,159,169,train
motorcycling,uyqn2eBAebs,674,684,train
motorcycling,AwuEP2GYfzo,39,49,train
motorcycling,SpEdXl6YUIw,73,83,train
motorcycling,8UiyFQ_VQ7M,40,50,train
motorcycling,I78qINIS0Tk,155,165,train
motorcycling,5jkt4fH7ox4,206,216,train
motorcycling,rdiohYHEZpg,3,13,train
motorcycling,eVTt3WBsIRI,47,57,train
motorcycling,JrLtks8RZfk,662,672,train
motorcycling,lq-mni_tUvo,2,12,train
motorcycling,NOoN1Ru8LaQ,0,10,train
motorcycling,AQLIV85ksdU,2,12,train
motorcycling,yQgwX1a4tdI,194,204,train
motorcycling,UrUjoi2BcVg,34,44,train
motorcycling,K-0dDxaj5J8,36,46,train
motorcycling,klu7eL6aE3I,27,37,train
motorcycling,leVk6sAvU-k,24,34,train
motorcycling,cWV7AwICJDI,32,42,train
motorcycling,fgF31aMOD1o,49,59,train
motorcycling,ni86UybYBSs,23,33,train
motorcycling,HgR2DPJ8RCY,66,76,train
motorcycling,fnwjho7fwFM,15,25,train
motorcycling,2AXXHlLH0BQ,12,22,train
motorcycling,6BgJpMn1Aw4,3,13,train
motorcycling,eVVWPaTB6f8,775,785,train
motorcycling,gEc4o5hGI_c,32,42,train
motorcycling,N8CH1RB7rlY,297,307,train
motorcycling,7INNxDTRs6k,101,111,train
motorcycling,H0x9DTPQfzs,29,39,train
motorcycling,yDlu88dBCtQ,2,12,train
motorcycling,8P9ZCeCbomU,1,11,train
motorcycling,PEI-uz4g-2U,88,98,train
motorcycling,OvOtuLZRMTA,50,60,train
motorcycling,h4DwwjTr23k,4,14,train
motorcycling,E0KYXkut7sI,15,25,train
motorcycling,Gm44Z8mZADw,8,18,train
motorcycling,deQPYU4eikU,55,65,train
motorcycling,HZen8Q5Yq3o,164,174,train
motorcycling,PRNWctu0RzQ,16,26,train
motorcycling,eIO7QSHXf8w,2,12,train
motorcycling,jrbgZiqLG7U,24,34,train
motorcycling,QjkQT33vz7M,15,25,train
motorcycling,XVbGLfO18BM,9,19,train
motorcycling,hrZyZJzBH_0,125,135,train
motorcycling,j2-2mjNcxJA,17,27,train
motorcycling,19mfQhPZ6lk,9,19,train
motorcycling,dQVNbpbph7U,77,87,train
motorcycling,5ynPiWzH4BY,17,27,train
motorcycling,kQkcfEFOJRw,1,11,train
motorcycling,EEolTDeXlBg,120,130,train
motorcycling,wZyOKszeQ_8,473,483,train
motorcycling,ksaj8UyYqNg,240,250,train
motorcycling,mllO9KzC9I0,170,180,train
motorcycling,4ngLAR6yZOk,6,16,train
motorcycling,J72L1OTCGK0,298,308,train
motorcycling,WHlHTOWSJW0,8,18,train
motorcycling,NX--5fGS4DU,100,110,train
motorcycling,sFWivybtQfw,13,23,train
motorcycling,hBu_69MS3-Y,108,118,train
motorcycling,FeKrTSr2mjI,39,49,train
motorcycling,AvI_4TxRdyk,43,53,train
motorcycling,GerqgZwGt8Y,5,15,train
motorcycling,YY-0m3E3BJQ,117,127,train
motorcycling,-WxsWGoFgpc,6,16,train
motorcycling,AsWoRQPR_Hw,370,380,train
motorcycling,_3UAuDH2xtM,197,207,train
motorcycling,CbJVuQFXxu8,492,502,train
motorcycling,Jfrf43UhIHQ,306,316,train
motorcycling,3XSh3QNA-RI,34,44,train
motorcycling,VigsQT3TykU,54,64,train
motorcycling,KGlCg7sSZSw,87,97,train
motorcycling,o7wqRQuXOVQ,957,967,train
motorcycling,rzKcDpk6l58,53,63,train
motorcycling,sAP-xS5P0Bw,1075,1085,train
motorcycling,qV2qLfxSU8U,331,341,train
motorcycling,a5G-xOByCXk,458,468,train
motorcycling,TM_jORDiEz8,251,261,train
motorcycling,vha-C2u3kOk,80,90,train
motorcycling,w4JMDPPkYcg,129,139,train
motorcycling,074aKLvf1QU,2,12,train
motorcycling,Wk21LgJG8ag,224,234,train
motorcycling,SUd0B_T-vl8,1,11,train
motorcycling,gn1AeD95BxY,333,343,train
motorcycling,wlzdPlVuc5Y,5,15,train
motorcycling,p9BCwDIyNi0,8,18,train
motorcycling,WfSmv0rAQ4s,3,13,train
motorcycling,B97yQTvMk4Q,5,15,train
motorcycling,x8jaX-ucsHU,10,20,train
motorcycling,6j4p8h0gzK8,0,10,train
motorcycling,PO8IlLwIqco,654,664,train
motorcycling,Si4KY4VaWt0,337,347,train
motorcycling,Uc2zNaOHky4,8,18,train
motorcycling,d_a7yQB0Uo4,0,10,train
motorcycling,uBiP5-eS_6U,24,34,train
motorcycling,Ykkqsty4OLA,151,161,train
motorcycling,nqzNfY2vNbQ,359,369,train
motorcycling,7x-Oz1vBfSE,118,128,train
motorcycling,Q8Mr7G7IBx4,1186,1196,train
motorcycling,0oPa4wJQy5I,310,320,train
motorcycling,KkZybVzLJlY,15,25,train
motorcycling,9sFX6m2VZWw,4,14,train
motorcycling,ULNWxxukJ0M,13,23,train
motorcycling,yqEmH1uwUkk,335,345,train
motorcycling,ID7HDldzjZA,90,100,train
motorcycling,52tpd2QyksU,34,44,train
motorcycling,Vz4RC6I9gs8,208,218,train
