label,youtube_id,time_start,time_end,split
watering plants,dadhSMq6TyM,0,10,train
watering plants,Y3B8LPRxrzA,57,67,train
watering plants,Ve4hiEBR67s,32,42,train
watering plants,c-49eTZam8o,33,43,train
watering plants,x-pgNear2QA,5,15,train
watering plants,tYIEdKgIdPc,36,46,train
watering plants,Q35mblhAWhw,37,47,train
watering plants,c1_5_CyBAs0,58,68,train
watering plants,miLfLukYkAw,11,21,train
watering plants,VNE1vWlYspg,2,12,train
watering plants,g6JtESuZ3UI,12,22,train
watering plants,Zo1W-Yb9pKI,6,16,train
watering plants,1GOVWUkyPi0,84,94,train
watering plants,UjL3Z7bOyiA,122,132,train
watering plants,hjK7I2qGRik,19,29,train
watering plants,eYm3IZX-evM,23,33,train
watering plants,me4XnLveHbw,0,10,train
watering plants,U6lVPLSRlOI,23,33,train
watering plants,blsK6MtaO1Q,46,56,train
watering plants,_cP0BhKqUAI,0,10,train
watering plants,xgzNCRJIGos,4,14,train
watering plants,RhTikNAKVgk,10,20,train
watering plants,BqMV2HJSTKc,16,26,train
watering plants,AHgbBKHX0TA,31,41,train
watering plants,RFCIKe0koJE,20,30,train
watering plants,WNefN6bhXKQ,36,46,train
watering plants,WoHSP35nmYo,9,19,train
watering plants,5HGI-lrvhpY,278,288,train
watering plants,LJDtzbTJ-30,3,13,train
watering plants,PBBnOlWo-nA,25,35,train
watering plants,l1-W8IL9oJM,18,28,train
watering plants,S6M-A55lakc,191,201,train
watering plants,YFMfdahkMOE,11,21,train
watering plants,WtExnxIGRVQ,27,37,train
watering plants,nUjJ0yJ9A1c,2,12,train
watering plants,pVzB8Y8ugZY,15,25,train
watering plants,dl95xNRNl2A,180,190,train
watering plants,4aKMIQ53VkI,262,272,train
watering plants,eb1eseSYtEM,280,290,train
watering plants,5rbay_AIY38,45,55,train
watering plants,s4pEz_3I3Jg,128,138,train
watering plants,UIL1B6e2X9U,16,26,train
watering plants,G1UsKjjK2Zo,16,26,train
watering plants,3RfsZrH-gPs,29,39,train
watering plants,zIF27Q2p9_Q,28,38,train
watering plants,P1jMVGN-O2o,5,15,train
watering plants,bd777EQJmf4,13,23,train
watering plants,9dbEqYOjQVs,69,79,train
watering plants,6OLfSbZLnd0,64,74,train
watering plants,kT0y67Oi5nI,52,62,train
watering plants,l6m_fQwXTc8,33,43,train
watering plants,Go_OvBGsoAA,11,21,train
watering plants,qx0K0buppqI,2,12,train
watering plants,G8WDNtXdWKo,128,138,train
watering plants,MTwEx2fl_aU,29,39,train
watering plants,EXT2YC1EmKs,12,22,train
watering plants,X3AHh3H1AVw,3,13,train
watering plants,z-s4f40XX00,15,25,train
watering plants,CNIcZgmF9gc,3,13,train
watering plants,_magbeUsaW8,22,32,train
watering plants,ljYrzyWtPew,1,11,train
watering plants,PEycanBphMA,4,14,train
watering plants,vmN7yuQPauM,31,41,train
watering plants,Ib1LVzAP9w4,244,254,train
watering plants,trUpAUkoJ84,23,33,train
watering plants,oxCyutqSDYo,13,23,train
watering plants,Lebijexaa7g,0,10,train
watering plants,6_p5-YpnX6Q,13,23,train
watering plants,_jmKjDjadiE,0,10,train
watering plants,QMaMlE3FbX8,5,15,train
watering plants,-opkjstfG3o,11,21,train
watering plants,RfVjg10KLJU,0,10,train
watering plants,8_MPOmhQwk0,23,33,train
watering plants,hVsSVzz-xOc,69,79,train
watering plants,IYQrrlWZtmY,30,40,train
watering plants,8LhIO_bubHA,82,92,train
watering plants,TggHBubr_6w,7,17,train
watering plants,aisg1_gUjWY,121,131,train
watering plants,6Aec_DfYacI,12,22,train
watering plants,IU0McjZMz-g,17,27,train
watering plants,iROMiyDcrLQ,787,797,train
watering plants,7inU11hAbXE,22,32,train
watering plants,zSs91XU766M,133,143,train
watering plants,jPMBz_5LzIA,21,31,train
watering plants,eZaMhaOkcO4,58,68,train
watering plants,WdgM_QLXPms,4,14,train
watering plants,SO2gRxEmcqI,132,142,train
watering plants,MY6aMWvVS9Y,23,33,train
watering plants,jscsvbpyf10,58,68,train
watering plants,EoRkKi8DAgs,13,23,train
watering plants,FW0XQ1BipnE,105,115,train
watering plants,Ki4WHa6QfGE,11,21,train
watering plants,qQC4gEGG8QI,26,36,train
watering plants,oguLdaAsMwc,230,240,train
watering plants,-k4YH8G0_eI,119,129,train
watering plants,COQuGsR2_3M,54,64,train
watering plants,8FmnXvamI4g,14,24,train
watering plants,FGjUKRwAHQc,9,19,train
watering plants,PMsWdeT8RRA,0,10,train
watering plants,6F-WctEM5pc,14,24,train
watering plants,6OYACALP2mk,15,25,train
watering plants,-vAE18COi58,105,115,train
watering plants,af3epdZsrTc,178,188,train
watering plants,Y1BvRoxLG5g,3,13,train
watering plants,KX2ZXt_Pk84,4,14,train
watering plants,1CgoxlrXKE8,35,45,train
watering plants,_ifDwSccpGk,2,12,train
watering plants,pE6EmqJQIME,13,23,train
watering plants,SaIoWSVqgNA,119,129,train
watering plants,DDLKGqjwGqk,0,10,train
watering plants,rMizUuSMJXI,96,106,train
watering plants,kc1QdyOTyhQ,101,111,train
watering plants,Ai1GHfSc_b4,24,34,train
watering plants,Z22o8tbYRv4,81,91,train
watering plants,p33TisNFSuA,132,142,train
watering plants,5KA0fuBgw_U,90,100,train
watering plants,y7zXPVakt38,36,46,train
watering plants,qsbRLXzoo-4,23,33,train
watering plants,75PSm1jq2F0,56,66,train
watering plants,hfy-Lx2mZac,19,29,train
watering plants,cX4s59-hO-I,0,10,train
watering plants,nRx97acZXLg,10,20,train
watering plants,OChhkN8PefY,35,45,train
watering plants,DZ5q87Y1YUQ,35,45,train
watering plants,DOE34T_yTSk,2,12,train
watering plants,R-hGjYyPgPM,81,91,train
watering plants,T73JCOgjxX0,0,10,train
watering plants,Km5_VpSmBKo,64,74,train
watering plants,pcbBQXXQC8E,0,10,train
watering plants,apUefUML9II,0,10,train
watering plants,iJmZNUNNn3I,1,11,train
watering plants,7tdrKWVAd-Q,443,453,train
watering plants,MijRKxzoMAE,2,12,train
watering plants,yetc-zPqnd0,21,31,train
watering plants,s3T9pAqf_Qg,6,16,train
watering plants,toduGbERvC4,88,98,train
watering plants,xvPtR-REJgc,49,59,train
watering plants,YPbZby9KxOQ,145,155,train
watering plants,9NtsWWbpIOY,33,43,train
watering plants,oCK58kzApuU,94,104,train
watering plants,hSYj0eoLISY,50,60,train
watering plants,A-HGuEbAJm0,76,86,train
watering plants,MMq-gZqBh4s,38,48,train
watering plants,gB860IP2BaI,27,37,train
watering plants,G3RUeOXB-do,50,60,train
watering plants,sLDQU5HJeWU,31,41,train
watering plants,ty7GvOLWlss,80,90,train
watering plants,rxQQFG_ByME,0,10,train
watering plants,Xm71lgFGnio,108,118,train
watering plants,usZnuvNxRKQ,49,59,train
watering plants,pX8ickG0qx4,99,109,train
watering plants,QFkS07ifEPM,4,14,train
watering plants,xuvIeIeOeG8,42,52,train
watering plants,2LFahxTECEw,2,12,train
watering plants,WJ_JZ9uQkv4,24,34,train
watering plants,IL5ZqlHYno0,51,61,train
watering plants,QVOdZ04if80,9,19,train
watering plants,6DIntfyTiCI,2,12,train
watering plants,FEF5Jo-M7HA,101,111,train
watering plants,DlSgtnIGwGI,48,58,train
watering plants,G4zkyMJ8lb8,0,10,train
watering plants,d_XiADj0Awk,115,125,train
watering plants,3VFiVDsDId8,38,48,train
watering plants,k6-8wlUmhJw,27,37,train
watering plants,omGgFFBP7go,22,32,train
watering plants,k3oeBc0EbR4,22,32,train
watering plants,fm8hHqjErug,18,28,train
watering plants,clDLcyVptX8,27,37,train
