label,youtube_id,time_start,time_end,split
throwing tantrum,ODD5ihuWlxY,48,58,train
throwing tantrum,5e2ctmILJQ8,9,19,train
throwing tantrum,SK0enFPtPOs,21,31,train
throwing tantrum,eI_S8K-GCRM,0,10,train
throwing tantrum,pe4RAVLcsqk,10,20,train
throwing tantrum,ocMlyYFLeDk,7,17,train
throwing tantrum,6sGgGRBZEks,0,10,train
throwing tantrum,3Dm2WzHKimM,69,79,train
throwing tantrum,rHjEXsVuVrM,103,113,train
throwing tantrum,oGMMYQEZ8Hs,18,28,train
throwing tantrum,J1Vjj_FK9Hg,42,52,train
throwing tantrum,yh2v-kSz9sE,26,36,train
throwing tantrum,Tpx5vkwvGmc,21,31,train
throwing tantrum,V5b_LAGGDes,0,10,train
throwing tantrum,HgRUbGvrWiA,0,10,train
throwing tantrum,mcO2e7bYDRc,11,21,train
throwing tantrum,bxC4GiZMorc,1,11,train
throwing tantrum,KHu1s40EDn8,31,41,train
throwing tantrum,GWv5rHf_yDo,30,40,train
throwing tantrum,xCVXrK_Zad0,52,62,train
throwing tantrum,0GQ9SKoYJoA,155,165,train
throwing tantrum,EHo1jVn1ja4,125,135,train
throwing tantrum,r9VeC3RTCtY,140,150,train
throwing tantrum,3MB7ytjW3RE,65,75,train
throwing tantrum,C3zXtJfbiLU,22,32,train
throwing tantrum,ylfDvI_xsfI,6,16,train
throwing tantrum,kG00HTFxUnM,18,28,train
throwing tantrum,ymeiWDBGuxg,49,59,train
throwing tantrum,qR8_Jcc7Q88,1,11,train
throwing tantrum,hgotwOmIvD4,7,17,train
throwing tantrum,K0oZOzJ8HWU,28,38,train
throwing tantrum,TJny5kiK0pQ,25,35,train
throwing tantrum,WCqqBgK5tJc,7,17,train
throwing tantrum,DupMRC5tG5k,37,47,train
throwing tantrum,Bkg1o91L7aY,29,39,train
throwing tantrum,EAZAZbzrcJs,154,164,train
throwing tantrum,CvRPLgYwoTM,9,19,train
throwing tantrum,5B_VvxWIItg,4,14,train
throwing tantrum,a8JrGMxM_no,28,38,train
throwing tantrum,pKLqIeVOQK4,0,10,train
throwing tantrum,nESsz-1nOTk,30,40,train
throwing tantrum,LHneNQ1alvw,2,12,train
throwing tantrum,_l7RiQXiugk,113,123,train
